,Card Name
11353,Scrubland
11354,Sea of Clouds
11355,Snow-Covered Island
11356,Swamp
11357,Tundra
11358,Underground River
11359,Underground Sea
11360,Vault of Champions
11361,Verdant Catacombs
11362,Watery Grave
11363,Windswept Heath
11364,Ad Nauseam
11365,"Malcolm, Keen-Eyed Navigator"
11366,Vial Smasher the Fierce
11367,Dockside Extortionist
11368,Glint-Horn Buccaneer
11369,Hullbreacher
11370,Imperial Recruiter
11371,Notion Thief
11372,Opposition Agent
11373,Phantasmal Image
11374,"Ragavan, Nimble Pilferer"
11375,Simian Spirit Guide
11376,Thassa's Oracle
11377,Demonic Tutor
11378,Faithless Looting
11379,Gamble
11380,Imperial Seal
11381,Jeska's Will
11382,Mizzix's Mastery
11383,Peer into the Abyss
11384,Praetor's Grasp
11385,Reanimate
11386,Rite of Flame
11387,Timetwister
11388,Wheel of Fortune
11389,Wheel of Misfortune
11390,Windfall
11391,Yawgmoth's Will
11392,Abrade
11393,Ad Nauseam
11394,Brain Freeze
11395,Brainstorm
11396,Cabal Ritual
11397,Chain of Vapor
11398,Cyclonic Rift
11399,Dark Ritual
11400,Deflecting Swat
11401,Demonic Consultation
11402,Fierce Guardianship
11403,Flusterstorm
11404,Force of Negation
11405,Force of Will
11406,Intuition
11407,Mental Misstep
11408,Miscast
11409,Mystical Tutor
11410,Pact of Negation
11411,Red Elemental Blast
11412,Snap
11413,Spell Pierce
11414,Swan Song
11415,Tainted Pact
11416,Vampiric Tutor
11417,Arcane Signet
11418,Chrome Mox
11419,Fellwar Stone
11420,Grim Monolith
11421,Jeweled Lotus
11422,Lion's Eye Diamond
11423,Lotus Petal
11424,Mana Crypt
11425,Mana Vault
11426,Mox Amber
11427,Mox Diamond
11428,Mox Opal
11429,Sol Ring
11430,Talisman of Creativity
11431,Talisman of Dominance
11432,Wishclaw Talisman
11433,Mystic Remora
11434,Rhystic Study
11435,Underworld Breach
11436,Ancient Tomb
11437,Arid Mesa
11438,Badlands
11439,Blood Crypt
11440,Bloodstained Mire
11441,City of Brass
11442,Command Tower
11443,Darkslick Shores
11444,Exotic Orchard
11445,Flooded Strand
11446,Gemstone Caverns
11447,Glimmervoid
11448,Luxury Suite
11449,Mana Confluence
11450,Marsh Flats
11451,Misty Rainforest
11452,Morphic Pool
11453,Polluted Delta
11454,Scalding Tarn
11455,Shivan Reef
11456,Spire of Industry
11457,Spirebluff Canal
11458,Steam Vents
11459,Training Center
11460,Underground Sea
11461,Verdant Catacombs
11462,Volcanic Island
11463,Watery Grave
11464,Wooded Foothills
11465,Pact of Negation
11466,"Pir, Imaginative Rascal"
11467,"Toothy, Imaginary Friend"
11468,"Jace, Wielder of Mysteries"
11469,"Narset, Parter of Veils"
11470,"Teferi, Master of Time"
11471,Elvish Spirit Guide
11472,Gilded Drake
11473,Hullbreacher
11474,Phantasmal Image
11475,Careful Study
11476,Gitaxian Probe
11477,Merchant Scroll
11478,Ponder
11479,Preordain
11480,Regrowth
11481,Summer Bloom
11482,Timetwister
11483,Treasure Cruise
11484,Windfall
11485,Brainstorm
11486,Chain of Vapor
11487,Counterspell
11488,Crop Rotation
11489,Cyclonic Rift
11490,Delay
11491,Dig Through Time
11492,Dramatic Reversal
11493,Essence Flux
11494,Fierce Guardianship
11495,Flusterstorm
11496,Force of Negation
11497,Force of Will
11498,Frantic Search
11499,Ghostly Flicker
11500,Mana Drain
11501,Mental Misstep
11502,Misdirection
11503,Muddle the Mixture
11504,Mystical Dispute
11505,Mystical Tutor
11506,Noxious Revival
11507,Opt
11508,Pact of Negation
11509,Siren's Ruse
11510,Submerge
11511,Suspend
11512,Swan Song
11513,Veil of Summer
11514,Winds of Rebuke
11515,Aether Spellbomb
11516,Arcane Signet
11517,Chrome Mox
11518,Cursed Totem
11519,Fellwar Stone
11520,Grim Monolith
11521,Isochron Scepter
11522,Jeweled Lotus
11523,Lotus Petal
11524,Mana Crypt
11525,Mana Vault
11526,Mox Diamond
11527,Mox Opal
11528,Sensei's Divining Top
11529,Simic Signet
11530,Sol Ring
11531,Talisman of Curiosity
11532,Back to Basics
11533,Carpet of Flowers
11534,Dress Down
11535,Mystic Remora
11536,Rhystic Study
11537,Sylvan Library
11538,Ancient Tomb
11539,Blast Zone
11540,Breeding Pool
11541,Cephalid Coliseum
11542,Emergence Zone
11543,Flooded Strand
11544,Gemstone Caverns
11545,High Market
11546,Homeward Path
11547,Island
11548,Misty Rainforest
11549,Mystic Sanctuary
11550,Polluted Delta
11551,Prismatic Vista
11552,Scalding Tarn
11553,Snow-Covered Forest
11554,Snow-Covered Island
11555,Tropical Island
11556,Urza's Saga
11557,Verdant Catacombs
11558,Waterlogged Grove
11559,Windswept Heath
11560,"Atla Palani, Nest Tender"
11561,Academy Rector
11562,Allosaurus Shepherd
11563,Archon of Emeria
11564,Avacyn's Pilgrim
11565,Aven Mindcensor
11566,Birds of Paradise
11567,Bloom Tender
11568,Collector Ouphe
11569,Dockside Extortionist
11570,Drannith Magistrate
11571,Eidolon of Rhetoric
11572,Elvish Mystic
11573,Esper Sentinel
11574,Eternal Witness
11575,Felidar Guardian
11576,Forerunner of the Legion
11577,Fyndhorn Elves
11578,Goblin Sharpshooter
11579,Goblin Sledder
11580,Imperial Recruiter
11581,Karmic Guide
11582,"Kiki-Jiki, Mirror Breaker"
11583,"Kozilek, Butcher of Truth"
11584,Llanowar Elves
11585,Magus of the Moon
11586,Mirror Entity
11587,Priest of Titania
11588,Qasali Pridemage
11589,Quirion Ranger
11590,Reclamation Sage
11591,Recruiter of the Guard
11592,"Thalia, Guardian of Thraben"
11593,"Toski, Bearer of Secrets"
11594,Vexing Shusher
11595,Village Bell-Ringer
11596,Wandering Archaic
11597,"Yisan, the Wanderer Bard"
11598,Altar of Bone
11599,Eldritch Evolution
11600,Finale of Devastation
11601,Blossoming Defense
11602,Break Ties
11603,Chord of Calling
11604,Crop Rotation
11605,Deflecting Swat
11606,Eladamri's Call
11607,Enlightened Tutor
11608,Nature's Claim
11609,Noxious Revival
11610,Red Elemental Blast
11611,Silence
11612,Swords to Plowshares
11613,Veil of Summer
11614,Worldly Tutor
11615,Birthing Pod
11616,Chrome Mox
11617,Mana Crypt
11618,Mox Diamond
11619,Null Rod
11620,Skullclamp
11621,Sol Ring
11622,Carpet of Flowers
11623,Deafening Silence
11624,Evolutionary Leap
11625,Goblin Bombardment
11626,Rule of Law
11627,Splinter Twin
11628,Survival of the Fittest
11629,Sylvan Library
11630,Wild Growth
11631,Arid Mesa
11632,Bloodstained Mire
11633,Bountiful Promenade
11634,City of Brass
11635,Command Tower
11636,Exotic Orchard
11637,Flooded Strand
11638,Forbidden Orchard
11639,Gaea's Cradle
11640,Gemstone Caverns
11641,Horizon Canopy
11642,Mana Confluence
11643,Marsh Flats
11644,Misty Rainforest
11645,Pendelhaven
11646,Plateau
11647,Sacred Foundry
11648,Savannah
11649,Scalding Tarn
11650,Snow-Covered Forest
11651,Snow-Covered Plains
11652,Spire Garden
11653,Stomping Ground
11654,Sunbaked Canyon
11655,"Okaun, Eye of Chaos"
11656,"Zndrsplt, Eye of Wisdom"
11657,"Teferi, Master of Time"
11658,Dockside Extortionist
11659,Drift of Phantasms
11660,Dualcaster Mage
11661,Frenetic Efreet
11662,Hullbreacher
11663,Imperial Recruiter
11664,Phantasmal Image
11665,Simian Spirit Guide
11666,Tavern Scoundrel
11667,"Yusri, Fortune's Flame"
11668,Bribery
11669,Faithless Looting
11670,Gamble
11671,Heat Shimmer
11672,Jeska's Will
11673,Knowledge Exploitation
11674,Mizzix's Mastery
11675,Rite of Flame
11676,Sea Gate Restoration
11677,Shatterskull Smashing
11678,Time Spiral
11679,Timetwister
11680,Twinflame
11681,Wheel of Fortune
11682,Wheel of Misfortune
11683,Windfall
11684,Abrade
11685,Brain Freeze
11686,Brainstorm
11687,Chain of Vapor
11688,Cyclonic Rift
11689,Deflecting Swat
11690,Fierce Guardianship
11691,Flusterstorm
11692,Force of Negation
11693,Force of Will
11694,Frantic Search
11695,Mana Drain
11696,Mental Misstep
11697,Miscast
11698,Misdirection
11699,Muddle the Mixture
11700,Mystical Tutor
11701,Pact of Negation
11702,Pyroblast
11703,Red Elemental Blast
11704,Snap
11705,Snapback
11706,Swan Song
11707,Winds of Rebuke
11708,Arcane Signet
11709,Chrome Mox
11710,Fellwar Stone
11711,Grim Monolith
11712,Izzet Signet
11713,Jeweled Lotus
11714,Krark's Thumb
11715,Lion's Eye Diamond
11716,Lotus Petal
11717,Mana Crypt
11718,Mana Vault
11719,Mox Diamond
11720,Mox Opal
11721,Sol Ring
11722,Talisman of Creativity
11723,Copy Artifact
11724,Mystic Remora
11725,Rhystic Study
11726,Underworld Breach
11727,Ancient Tomb
11728,Arid Mesa
11729,Barbarian Ring
11730,Bloodstained Mire
11731,Cephalid Coliseum
11732,City of Brass
11733,Command Tower
11734,Exotic Orchard
11735,Fiery Islet
11736,Flooded Strand
11737,Gemstone Caverns
11738,Island
11739,Mana Confluence
11740,Misty Rainforest
11741,Mountain
11742,Polluted Delta
11743,Prismatic Vista
11744,Riverglide Pathway
11745,Scalding Tarn
11746,Shivan Reef
11747,Steam Vents
11748,Training Center
11749,Urza's Saga
11750,Volcanic Island
11751,Wooded Foothills
11752,The Gitrog Monster
11753,"Grist, the Hunger Tide"
11754,Allosaurus Shepherd
11755,Birds of Paradise
11756,Boreal Druid
11757,Collector Ouphe
11758,Dark Confidant
11759,Dauthi Voidwalker
11760,Deathrite Shaman
11761,Elves of Deep Shadow
11762,Elvish Mystic
11763,Elvish Spirit Guide
11764,Fyndhorn Elves
11765,Golgari Grave-Troll
11766,Joraga Treespeaker
11767,"Kozilek, Butcher of Truth"
11768,Llanowar Elves
11769,Noose Constrictor
11770,Opposition Agent
11771,Priest of Titania
11772,Putrid Imp
11773,Ramunap Excavator
11774,Sylvan Safekeeper
11775,"Ulamog, the Infinite Gyre"
11776,Wild Mongrel
11777,Demonic Tutor
11778,Diabolic Intent
11779,Finale of Devastation
11780,Green Sun's Zenith
11781,Grim Tutor
11782,Imperial Seal
11783,Life from the Loam
11784,Abrupt Decay
11785,Ad Nauseam
11786,Assassin's Trophy
11787,Autumn's Veil
11788,Cabal Ritual
11789,Crop Rotation
11790,Culling the Weak
11791,Dark Ritual
11792,Entomb
11793,Plunge into Darkness
11794,Rain of Filth
11795,Summoner's Pact
11796,Tainted Pact
11797,Ulcerate
11798,Vampiric Tutor
11799,Veil of Summer
11800,Worldly Tutor
11801,Chrome Mox
11802,Grim Monolith
11803,Jeweled Lotus
11804,Lotus Petal
11805,Mana Crypt
11806,Mana Vault
11807,Mox Diamond
11808,Sol Ring
11809,Carpet of Flowers
11810,Chains of Mephistopheles
11811,Necropotence
11812,Oblivion Crown
11813,Squandered Resources
11814,Survival of the Fittest
11815,Sylvan Library
11816,Wild Growth
11817,Ancient Tomb
11818,Bayou
11819,Bazaar of Baghdad
11820,Bloodstained Mire
11821,Blooming Marsh
11822,Cabal Pit
11823,Cavern of Souls
11824,City of Brass
11825,City of Traitors
11826,Command Tower
11827,Dakmor Salvage
11828,Forbidden Orchard
11829,Forest
11830,Gaea's Cradle
11831,Gemstone Caverns
11832,Homeward Path
11833,Lake of the Dead
11834,Llanowar Wastes
11835,Mana Confluence
11836,Marsh Flats
11837,Misty Rainforest
11838,Nurturing Peatland
11839,Overgrown Tomb
11840,Phyrexian Tower
11841,Polluted Delta
11842,Prismatic Vista
11843,Snow-Covered Forest
11844,Snow-Covered Swamp
11845,Swamp
11846,Twilight Mire
11847,Undergrowth Stadium
11848,Urza's Saga
11849,Verdant Catacombs
11850,Windswept Heath
11851,"Kenrith, the Returned King"
11852,"Oko, Thief of Crowns"
11853,Academy Rector
11854,Allosaurus Shepherd
11855,Arbor Elf
11856,Archon of Emeria
11857,Avacyn's Pilgrim
11858,Aven Mindcensor
11859,Birds of Paradise
11860,Bloom Tender
11861,Dark Confidant
11862,Deathrite Shaman
11863,"Derevi, Empyrial Tactician"
11864,Destiny Spinner
11865,Dockside Extortionist
11866,Drannith Magistrate
11867,Eidolon of Rhetoric
11868,"Elesh Norn, Grand Cenobite"
11869,Elves of Deep Shadow
11870,Elvish Mystic
11871,Emiel the Blessed
11872,Ethersworn Canonist
11873,Fiend Artisan
11874,Gilded Drake
11875,Grand Abolisher
11876,Hermit Druid
11877,Incubation Druid
11878,"Lavinia, Azorius Renegade"
11879,Llanowar Elves
11880,Noble Hierarch
11881,Ohran Frostfang
11882,Opposition Agent
11883,Phantasmal Image
11884,Sanctum Prelate
11885,Skyclave Apparition
11886,Thassa's Oracle
11887,Weathered Wayfarer
11888,"Yisan, the Wanderer Bard"
11889,Demonic Tutor
11890,Diabolic Intent
11891,Eldritch Evolution
11892,Finale of Devastation
11893,Imperial Seal
11894,Neoform
11895,Assassin's Trophy
11896,Chord of Calling
11897,Enlightened Tutor
11898,Fire Covenant
11899,Force of Vigor
11900,Mental Misstep
11901,Nature's Claim
11902,Noxious Revival
11903,Submerge
11904,Vampiric Tutor
11905,Veil of Summer
11906,Worldly Tutor
11907,Chalice of the Void
11908,Chrome Mox
11909,Lotus Petal
11910,Mana Crypt
11911,Mox Diamond
11912,Sol Ring
11913,Arcane Laboratory
11914,Carpet of Flowers
11915,Deafening Silence
11916,Dovescape
11917,Possibility Storm
11918,Rule of Law
11919,Survival of the Fittest
11920,Sylvan Library
11921,Ancient Tomb
11922,Arid Mesa
11923,Badlands
11924,Bayou
11925,Bloodstained Mire
11926,City of Brass
11927,Command Tower
11928,Exotic Orchard
11929,Flooded Strand
11930,Forbidden Orchard
11931,Gaea's Cradle
11932,Homeward Path
11933,Mana Confluence
11934,Marsh Flats
11935,Misty Rainforest
11936,Phyrexian Tower
11937,Plateau
11938,Polluted Delta
11939,Savannah
11940,Scalding Tarn
11941,Scrubland
11942,Taiga
11943,Temple Garden
11944,Tropical Island
11945,Tundra
11946,Underground Sea
11947,Verdant Catacombs
11948,"Koll, the Forgemaster"
11949,Auriok Steelshaper
11950,"Birgi, God of Storytelling"
11951,Crimson Kobolds
11952,Crookshank Kobolds
11953,Dockside Extortionist
11954,Drannith Magistrate
11955,Esper Sentinel
11956,Fervent Champion
11957,Goblin Engineer
11958,Goblin Recruiter
11959,Goblin Welder
11960,Grand Abolisher
11961,Imperial Recruiter
11962,Impulsive Pilferer
11963,Memnite
11964,Myr Moonvessel
11965,Oswald Fiddlebender
11966,Puresteel Paladin
11967,"Ragavan, Nimble Pilferer"
11968,Ranger-Captain of Eos
11969,Recruiter of the Guard
11970,Relic Seeker
11971,"Rograkh, Son of Rohgahh"
11972,Runaway Steam-Kin
11973,Simian Spirit Guide
11974,Skirk Prospector
11975,Stoneforge Mystic
11976,Treasonous Ogre
11977,Gamble
11978,Infernal Plunge
11979,Jeska's Will
11980,Open the Armory
11981,Rip Apart
11982,Rite of Flame
11983,Shatterskull Smashing
11984,Steelshaper's Gift
11985,Wheel of Fortune
11986,Wheel of Misfortune
11987,Abrade
11988,Deflecting Swat
11989,Desperate Ritual
11990,Enlightened Tutor
11991,Ephemerate
11992,Final Fortune
11993,Pyretic Ritual
11994,Pyroblast
11995,Pyrokinesis
11996,Red Elemental Blast
11997,Silence
11998,Swords to Plowshares
11999,Unexpectedly Absent
12000,Wear // Tear
12001,Arcane Signet
12002,Chrome Mox
12003,Conqueror's Flail
12004,Lion's Eye Diamond
12005,Lotus Petal
12006,Mana Crypt
12007,Mana Vault
12008,Mask of Immolation
12009,Mortarpod
12010,Mox Amber
12011,Mox Diamond
12012,Mox Opal
12013,Paradise Mantle
12014,Skullclamp
12015,Sol Ring
12016,Springleaf Drum
12017,Talisman of Conviction
12018,Umezawa's Jitte
12019,Fighter Class
12020,Underworld Breach
12021,Ancient Den
12022,Ancient Tomb
12023,Arid Mesa
12024,Battlefield Forge
12025,Bloodstained Mire
12026,City of Brass
12027,Command Tower
12028,Flooded Strand
12029,Forbidden Orchard
12030,Gemstone Caverns
12031,Great Furnace
12032,Inspiring Vantage
12033,Mana Confluence
12034,Marsh Flats
12035,Plains
12036,Plateau
12037,Rugged Prairie
12038,Sacred Foundry
12039,Scalding Tarn
12040,Snow-Covered Plains
12041,Spectator Seating
12042,Spire of Industry
12043,Sunbaked Canyon
12044,Tarnished Citadel
12045,Urza's Saga
12046,Windswept Heath
12047,Wooded Foothills
12048,Grim Monolith
12049,Kyren Legate
12050,Crimson Kobolds
12051,Crookshank Kobolds
12052,Memnite
12053,"Rograkh, Son of Rohgahh"
12054,"Rograkh, Son of Rohgahh"
12055,"Silas Renn, Seeker Adept"
12056,Dockside Extortionist
12057,Hullbreacher
12058,Opposition Agent
12059,Simian Spirit Guide
12060,Thassa's Oracle
12061,Demonic Tutor
12062,Diabolic Intent
12063,Gamble
12064,Gitaxian Probe
12065,Imperial Seal
12066,Jeska's Will
12067,Mnemonic Betrayal
12068,Peer into the Abyss
12069,Ponder
12070,Praetor's Grasp
12071,Rite of Flame
12072,Timetwister
12073,Wheel of Fortune
12074,Wheel of Misfortune
12075,Windfall
12076,Yawgmoth's Will
12077,Ad Nauseam
12078,Brain Freeze
12079,Brainstorm
12080,Cabal Ritual
12081,Chain of Vapor
12082,Culling the Weak
12083,Dark Ritual
12084,Deadly Rollick
12085,Deflecting Swat
12086,Demonic Consultation
12087,Dispel
12088,Dramatic Reversal
12089,Fierce Guardianship
12090,Final Fortune
12091,Flusterstorm
12092,Force of Will
12093,Lim-Dûl's Vault
12094,Mana Drain
12095,Mental Misstep
12096,Miscast
12097,Mystical Tutor
12098,Pact of Negation
12099,Pyroblast
12100,Rain of Filth
12101,Red Elemental Blast
12102,Repeal
12103,Snap
12104,Swan Song
12105,Tainted Pact
12106,Vampiric Tutor
12107,Arcane Signet
12108,Chrome Mox
12109,Dimir Signet
12110,Fellwar Stone
12111,Grim Monolith
12112,Lion's Eye Diamond
12113,Lotus Petal
12114,Mana Crypt
12115,Mana Vault
12116,Mox Amber
12117,Mox Diamond
12118,Mox Opal
12119,Sol Ring
12120,Springleaf Drum
12121,Talisman of Dominance
12122,Wishclaw Talisman
12123,Mystic Remora
12124,Necropotence
12125,Rhystic Study
12126,Underworld Breach
12127,Ancient Tomb
12128,Badlands
12129,Bloodstained Mire
12130,Cephalid Coliseum
12131,City of Brass
12132,Command Tower
12133,Darkslick Shores
12134,Exotic Orchard
12135,Flooded Strand
12136,Forbidden Orchard
12137,Gemstone Caverns
12138,Gemstone Mine
12139,Mana Confluence
12140,Marsh Flats
12141,Misty Rainforest
12142,Morphic Pool
12143,Phyrexian Tower
12144,Polluted Delta
12145,Scalding Tarn
12146,Spire of Industry
12147,Steam Vents
12148,Tarnished Citadel
12149,Underground River
12150,Underground Sea
12151,Verdant Catacombs
12152,Volcanic Island
12153,Watery Grave
12154,"Rograkh, Son of Rohgahh"
12155,"Kraum, Ludevic's Opus"
12156,Tymna the Weaver
12157,"Jace, Wielder of Mysteries"
12158,Aven Mindcensor
12159,Azra Oddsmaker
12160,Consecrated Sphinx
12161,Containment Priest
12162,Dockside Extortionist
12163,Drannith Magistrate
12164,"Elesh Norn, Grand Cenobite"
12165,Gilded Drake
12166,Hullbreacher
12167,"Kambal, Consul of Allocation"
12168,"Kira, Great Glass-Spinner"
12169,"Kunoros, Hound of Athreos"
12170,"Lavinia, Azorius Renegade"
12171,"Linvala, Keeper of Silence"
12172,Loyal Apprentice
12173,Opposition Agent
12174,Ranger-Captain of Eos
12175,Samurai of the Pale Curtain
12176,Serra Ascendant
12177,Thassa's Oracle
12178,Demonic Tutor
